index;indeks;Price [PLN/MWh];Volume [MWh]
01.11.2021 00:00;TGePeak;355,11;42389,4
02.11.2021 00:00;TGePeak;610,51;43228
03.11.2021 00:00;TGePeak;634,41;43009
04.11.2021 00:00;TGePeak;520,59;56627,2
05.11.2021 00:00;TGePeak;437,22;50435,4
06.11.2021 00:00;TGePeak;379,35;47783,5
07.11.2021 00:00;TGePeak;259,06;63607,3
08.11.2021 00:00;TGePeak;616,04;40669,5
09.11.2021 00:00;TGePeak;634,29;43247,1
10.11.2021 00:00;TGePeak;636,46;48296,4
11.11.2021 00:00;TGePeak;648,12;61757,8
12.11.2021 00:00;TGePeak;678,92;40868,4
13.11.2021 00:00;TGePeak;700,55;54320,8
14.11.2021 00:00;TGePeak;600,03;53723,4
15.11.2021 00:00;TGePeak;627,19;43849
16.11.2021 00:00;TGePeak;686,56;44409,2
17.11.2021 00:00;TGePeak;621,18;44075,4
18.11.2021 00:00;TGePeak;532,42;53410,4
19.11.2021 00:00;TGePeak;466,3;58681,3
20.11.2021 00:00;TGePeak;487,55;52258,5
21.11.2021 00:00;TGePeak;615,3;49413
22.11.2021 00:00;TGePeak;768,43;56477,9
23.11.2021 00:00;TGePeak;783,97;47858,5
24.11.2021 00:00;TGePeak;919,54;51860,3
25.11.2021 00:00;TGePeak;726,57;43934,6
26.11.2021 00:00;TGePeak;870,6;55734,2
27.11.2021 00:00;TGePeak;823,95;66874,4
28.11.2021 00:00;TGePeak;842,15;62184,7
29.11.2021 00:00;TGePeak;659,95;47707,4
30.11.2021 00:00;TGePeak;589,46;37030,4
01.12.2021 00:00;TGePeak;666,28;44073
02.12.2021 00:00;TGePeak;685,69;62451
03.12.2021 00:00;TGePeak;660,62;40476
04.12.2021 00:00;TGePeak;1101,75;66353,8
05.12.2021 00:00;TGePeak;777,36;45407,3
06.12.2021 00:00;TGePeak;1337,22;59727,9
07.12.2021 00:00;TGePeak;1290,78;61226,2
08.12.2021 00:00;TGePeak;823,45;42895,6
09.12.2021 00:00;TGePeak;1265,37;52405
10.12.2021 00:00;TGePeak;1339,52;56026,3
11.12.2021 00:00;TGePeak;1360,57;85686,5
12.12.2021 00:00;TGePeak;1087,46;58221,2
13.12.2021 00:00;TGePeak;1634,88;67645,7
14.12.2021 00:00;TGePeak;1576,13;58478,8
15.12.2021 00:00;TGePeak;1177,65;51524,7
16.12.2021 00:00;TGePeak;797,87;42374,1
17.12.2021 00:00;TGePeak;816,13;40082,6
18.12.2021 00:00;TGePeak;866,94;56601,1
19.12.2021 00:00;TGePeak;435,73;57496,9
20.12.2021 00:00;TGePeak;874,15;42047,7
21.12.2021 00:00;TGePeak;1747,73;56992,7
22.12.2021 00:00;TGePeak;2036,21;61921,3
23.12.2021 00:00;TGePeak;1124,74;43343,7
24.12.2021 00:00;TGePeak;547,03;79145,8
25.12.2021 00:00;TGePeak;525,67;67420,2
26.12.2021 00:00;TGePeak;760,4;71932,2
27.12.2021 00:00;TGePeak;556,19;44776,1
28.12.2021 00:00;TGePeak;477,73;49315,4
29.12.2021 00:00;TGePeak;805,33;37929
30.12.2021 00:00;TGePeak;580,19;40894,8
31.12.2021 00:00;TGePeak;387,54;64606,2
01.01.2022 00:00;TGePeak;449,17;53552,2
02.01.2022 00:00;TGePeak;404,15;45132
03.01.2022 00:00;TGePeak;508,09;41267,6
04.01.2022 00:00;TGePeak;895,3;52700,3
05.01.2022 00:00;TGePeak;562,2;51663,3
06.01.2022 00:00;TGePeak;765,02;72350,6
07.01.2022 00:00;TGePeak;650,81;38875,5
08.01.2022 00:00;TGePeak;863,46;61879,6
09.01.2022 00:00;TGePeak;697,72;43582,1
10.01.2022 00:00;TGePeak;1366,97;55283,9
11.01.2022 00:00;TGePeak;1425,72;64448
12.01.2022 00:00;TGePeak;1184,86;56177,5
13.01.2022 00:00;TGePeak;569,08;60387
14.01.2022 00:00;TGePeak;537,79;52747,8
15.01.2022 00:00;TGePeak;1063,3;60762,2
16.01.2022 00:00;TGePeak;472;44755,6
17.01.2022 00:00;TGePeak;542,21;61150,8
18.01.2022 00:00;TGePeak;1029,92;49855,2
19.01.2022 00:00;TGePeak;620,02;44711,4
20.01.2022 00:00;TGePeak;509,47;65899,7
21.01.2022 00:00;TGePeak;514,81;52387,1
22.01.2022 00:00;TGePeak;838,6;59766,5
23.01.2022 00:00;TGePeak;843,15;53861,1
24.01.2022 00:00;TGePeak;1016,84;52925
25.01.2022 00:00;TGePeak;927,36;54332,4
26.01.2022 00:00;TGePeak;813,65;46901,9
27.01.2022 00:00;TGePeak;536,08;54561,6
28.01.2022 00:00;TGePeak;551,89;50764,4
29.01.2022 00:00;TGePeak;553,25;55748,9
30.01.2022 00:00;TGePeak;423,34;71841,8
31.01.2022 00:00;TGePeak;1173,36;67957,7
01.02.2022 00:00;TGePeak;739,07;47193,9
02.02.2022 00:00;TGePeak;713,07;48165,5
03.02.2022 00:00;TGePeak;961,56;60272
04.02.2022 00:00;TGePeak;740,75;52621,2
05.02.2022 00:00;TGePeak;740,75;52621,2
06.02.2022 00:00;TGePeak;463,47;59888,9
07.02.2022 00:00;TGePeak;564,72;53552,6
08.02.2022 00:00;TGePeak;564,72;53552,6
09.02.2022 00:00;TGePeak;618,27;46485,6
10.02.2022 00:00;TGePeak;694,93;46303,7
11.02.2022 00:00;TGePeak;649,47;41370,6
12.02.2022 00:00;TGePeak;649,47;41370,6
13.02.2022 00:00;TGePeak;416,36;52137,7
14.02.2022 00:00;TGePeak;509,56;49249,7
15.02.2022 00:00;TGePeak;509,56;49249,7
16.02.2022 00:00;TGePeak;487,14;48760,2
17.02.2022 00:00;TGePeak;457,96;60377,2
18.02.2022 00:00;TGePeak;485,6;59869,6
19.02.2022 00:00;TGePeak;399,52;62582,4
20.02.2022 00:00;TGePeak;430,01;50478,8
21.02.2022 00:00;TGePeak;475,88;65657
22.02.2022 00:00;TGePeak;573,91;55956,4
23.02.2022 00:00;TGePeak;534,97;65428,3
24.02.2022 00:00;TGePeak;504,72;52421,3
25.02.2022 00:00;TGePeak;523,3;50280,5
26.02.2022 00:00;TGePeak;702,43;69250,7
27.02.2022 00:00;TGePeak;566,75;46899,6
28.02.2022 00:00;TGePeak;746,84;47471,9
01.03.2022 00:00;TGePeak;723,97;50106,5
02.03.2022 00:00;TGePeak;756,81;52970
03.03.2022 00:00;TGePeak;724,22;49954,1
04.03.2022 00:00;TGePeak;786,52;58436,1
05.03.2022 00:00;TGePeak;831,79;76440,6
06.03.2022 00:00;TGePeak;689,31;64248,1
07.03.2022 00:00;TGePeak;695,29;52925,8
08.03.2022 00:00;TGePeak;972,25;61270,1
09.03.2022 00:00;TGePeak;911,67;56738,2
10.03.2022 00:00;TGePeak;674,73;46968,5
11.03.2022 00:00;TGePeak;570,52;48773,4
12.03.2022 00:00;TGePeak;673,97;49698
13.03.2022 00:00;TGePeak;470,82;48923,6
14.03.2022 00:00;TGePeak;802,3;50261,7
15.03.2022 00:00;TGePeak;1014,21;54542,6
16.03.2022 00:00;TGePeak;819,74;50855,9
17.03.2022 00:00;TGePeak;644,18;59919
18.03.2022 00:00;TGePeak;792,44;53980,7
19.03.2022 00:00;TGePeak;627,3;54678,2
20.03.2022 00:00;TGePeak;456,42;51894
21.03.2022 00:00;TGePeak;672,45;46127,1
22.03.2022 00:00;TGePeak;715,82;51277,4
23.03.2022 00:00;TGePeak;668,79;51143
24.03.2022 00:00;TGePeak;654,22;56317,5
25.03.2022 00:00;TGePeak;581,75;50430,5
26.03.2022 00:00;TGePeak;575,86;61356
27.03.2022 00:00;TGePeak;479,22;48942,6
28.03.2022 00:00;TGePeak;460,43;78543,9
29.03.2022 00:00;TGePeak;700,52;41902,4
30.03.2022 00:00;TGePeak;788,8;44313,6
31.03.2022 00:00;TGePeak;540,09;40889,9
01.04.2022 00:00;TGePeak;480,48;64136,5
02.04.2022 00:00;TGePeak;576,94;90437,3
03.04.2022 00:00;TGePeak;487,06;56526
04.04.2022 00:00;TGePeak;425,32;67687,9
05.04.2022 00:00;TGePeak;569,23;60247,8
06.04.2022 00:00;TGePeak;563,43;58057,1
07.04.2022 00:00;TGePeak;434,36;61123,1
08.04.2022 00:00;TGePeak;501,71;69559,6
09.04.2022 00:00;TGePeak;429,56;62188,8
10.04.2022 00:00;TGePeak;285,44;68640,1
11.04.2022 00:00;TGePeak;671,16;45797,1
12.04.2022 00:00;TGePeak;691,43;51876,4
13.04.2022 00:00;TGePeak;611,22;58037,8
14.04.2022 00:00;TGePeak;775,36;51853,6
15.04.2022 00:00;TGePeak;646,93;46844,4
16.04.2022 00:00;TGePeak;540,42;58692,6
17.04.2022 00:00;TGePeak;388,06;57659,2
18.04.2022 00:00;TGePeak;468,77;58393,8
19.04.2022 00:00;TGePeak;756,3;46433,3
20.04.2022 00:00;TGePeak;673,15;46084,9
21.04.2022 00:00;TGePeak;687,03;46972,4
22.04.2022 00:00;TGePeak;563,22;44963,9
23.04.2022 00:00;TGePeak;558,54;53001,2
24.04.2022 00:00;TGePeak;455,75;52369,9
25.04.2022 00:00;TGePeak;792,85;48830,5
26.04.2022 00:00;TGePeak;771,32;51543,6
27.04.2022 00:00;TGePeak;715,29;46914,3
28.04.2022 00:00;TGePeak;750,64;46961
29.04.2022 00:00;TGePeak;826,13;59584,1
30.04.2022 00:00;TGePeak;687,11;39976
01.05.2022 00:00;TGePeak;542,95;53642,7
02.05.2022 00:00;TGePeak;534,86;47056,7
03.05.2022 00:00;TGePeak;516,78;55548,7
04.05.2022 00:00;TGePeak;673,53;40355,9
05.05.2022 00:00;TGePeak;784,78;42041,5
06.05.2022 00:00;TGePeak;764,17;47483,9
07.05.2022 00:00;TGePeak;675,14;39436,7
08.05.2022 00:00;TGePeak;542,21;53381,7
09.05.2022 00:00;TGePeak;671,63;43733,3
10.05.2022 00:00;TGePeak;599,02;48367,2
11.05.2022 00:00;TGePeak;599,56;43331
12.05.2022 00:00;TGePeak;478,18;69663,5
13.05.2022 00:00;TGePeak;561,8;46300,9
14.05.2022 00:00;TGePeak;525,71;64613,4
15.05.2022 00:00;TGePeak;535,27;54318,9
16.05.2022 00:00;TGePeak;733,57;45027,3
17.05.2022 00:00;TGePeak;807,1;44300,9
18.05.2022 00:00;TGePeak;771,7;54628,8
19.05.2022 00:00;TGePeak;688,96;48895,3
20.05.2022 00:00;TGePeak;674,46;48665,8
21.05.2022 00:00;TGePeak;408,2;70554
22.05.2022 00:00;TGePeak;627,05;65552
23.05.2022 00:00;TGePeak;797,3;39724,9
24.05.2022 00:00;TGePeak;800,73;55598,3
25.05.2022 00:00;TGePeak;934,09;58717,1
26.05.2022 00:00;TGePeak;466,8;69732,1
27.05.2022 00:00;TGePeak;470,91;61478,8
28.05.2022 00:00;TGePeak;473,22;56832,5
29.05.2022 00:00;TGePeak;609,91;43783,8
30.05.2022 00:00;TGePeak;905,73;41432,7
31.05.2022 00:00;TGePeak;788,7;44837,9
01.06.2022 00:00;TGePeak;860,79;47368,1
02.06.2022 00:00;TGePeak;697,17;43048,9
03.06.2022 00:00;TGePeak;768,08;49339,4
04.06.2022 00:00;TGePeak;833,61;63765,1
05.06.2022 00:00;TGePeak;571,86;47217,9
06.06.2022 00:00;TGePeak;717,35;42758,7
07.06.2022 00:00;TGePeak;1011,98;57975,6
08.06.2022 00:00;TGePeak;1039,7;57110,8
09.06.2022 00:00;TGePeak;988,66;47674,5
10.06.2022 00:00;TGePeak;811,16;43426
11.06.2022 00:00;TGePeak;651,84;45221,8
12.06.2022 00:00;TGePeak;492,64;60087
13.06.2022 00:00;TGePeak;813,15;37982,2
14.06.2022 00:00;TGePeak;596,81;49760,5
15.06.2022 00:00;TGePeak;944,86;43548,3
16.06.2022 00:00;TGePeak;623,34;52810,7
17.06.2022 00:00;TGePeak;871,64;49451,4
18.06.2022 00:00;TGePeak;698,74;39916,4
19.06.2022 00:00;TGePeak;404,24;56982,9
20.06.2022 00:00;TGePeak;1127,56;37215,1
21.06.2022 00:00;TGePeak;727,2;49037,4
22.06.2022 00:00;TGePeak;957,63;47735,9
23.06.2022 00:00;TGePeak;1066,36;44950,6
24.06.2022 00:00;TGePeak;660,62;48579,5
25.06.2022 00:00;TGePeak;699,63;41369,6
26.06.2022 00:00;TGePeak;659,25;63731
27.06.2022 00:00;TGePeak;1063,33;42765,2
28.06.2022 00:00;TGePeak;1253,19;41557,5
29.06.2022 00:00;TGePeak;1309,5;45903,8
30.06.2022 00:00;TGePeak;1416,2;49089,3
01.07.2022 00:00;TGePeak;1237,9;42890
02.07.2022 00:00;TGePeak;1035,46;47043,1
03.07.2022 00:00;TGePeak;740,97;40330,1
04.07.2022 00:00;TGePeak;1520,05;51477
05.07.2022 00:00;TGePeak;1709,85;54886,2
06.07.2022 00:00;TGePeak;1230,76;46152,6
07.07.2022 00:00;TGePeak;1467;49216,9
08.07.2022 00:00;TGePeak;1230,06;47194,7
09.07.2022 00:00;TGePeak;647,94;45083,3
10.07.2022 00:00;TGePeak;471,82;46029,2
11.07.2022 00:00;TGePeak;1346,74;37923,3
12.07.2022 00:00;TGePeak;608,54;50547,1
13.07.2022 00:00;TGePeak;753;43581,5
14.07.2022 00:00;TGePeak;793,79;47581,3
15.07.2022 00:00;TGePeak;664,87;53783,5
16.07.2022 00:00;TGePeak;606,28;48036,9
17.07.2022 00:00;TGePeak;630,63;44076,6
18.07.2022 00:00;TGePeak;1421,01;38535,5
19.07.2022 00:00;TGePeak;1345,82;48483,9
20.07.2022 00:00;TGePeak;1171,28;45459,7
21.07.2022 00:00;TGePeak;1180,87;44939,6
22.07.2022 00:00;TGePeak;1489,15;46639,2
23.07.2022 00:00;TGePeak;1479,53;48631,9
24.07.2022 00:00;TGePeak;703,36;38510,8
25.07.2022 00:00;TGePeak;1088,41;40251,1
26.07.2022 00:00;TGePeak;1296,23;47211,9
27.07.2022 00:00;TGePeak;1074,2;40514,3
28.07.2022 00:00;TGePeak;1453,84;41248,3
29.07.2022 00:00;TGePeak;1412,59;47730,4
30.07.2022 00:00;TGePeak;1319,63;49962,8
31.07.2022 00:00;TGePeak;699,06;39212,8
01.08.2022 00:00;TGePeak;1404,38;39563,1
02.08.2022 00:00;TGePeak;1237,25;38632,6
03.08.2022 00:00;TGePeak;935,27;42813,9
04.08.2022 00:00;TGePeak;794,65;41745,9
05.08.2022 00:00;TGePeak;883,57;36675,2
06.08.2022 00:00;TGePeak;750,15;40685
07.08.2022 00:00;TGePeak;667,37;39241,7
08.08.2022 00:00;TGePeak;1270,97;47641,8
09.08.2022 00:00;TGePeak;1232,91;37830,5
10.08.2022 00:00;TGePeak;1206,19;46287
11.08.2022 00:00;TGePeak;1082,97;37692,4
12.08.2022 00:00;TGePeak;1080,7;45902,5
13.08.2022 00:00;TGePeak;1194,4;53884,8
14.08.2022 00:00;TGePeak;729,75;42915,5
15.08.2022 00:00;TGePeak;740,33;43539,1
16.08.2022 00:00;TGePeak;1466,17;51074,6
17.08.2022 00:00;TGePeak;1764,06;48837,8
18.08.2022 00:00;TGePeak;1835,6;48004,1
19.08.2022 00:00;TGePeak;1837,45;49969
20.08.2022 00:00;TGePeak;1704,29;55805,8
21.08.2022 00:00;TGePeak;1070,51;40245,1
22.08.2022 00:00;TGePeak;1932,09;44739,1
23.08.2022 00:00;TGePeak;2273,88;55065,2
24.08.2022 00:00;TGePeak;2151,06;54503,8
25.08.2022 00:00;TGePeak;1931,22;56505
26.08.2022 00:00;TGePeak;1922,35;59116,2
27.08.2022 00:00;TGePeak;1984,35;58155,9
28.08.2022 00:00;TGePeak;1239,47;38416,8
29.08.2022 00:00;TGePeak;1244,17;46330,6
30.08.2022 00:00;TGePeak;1679,85;50704,8
31.08.2022 00:00;TGePeak;1707,46;50493
01.09.2022 00:00;TGePeak;1683,71;49814,4
02.09.2022 00:00;TGePeak;1271,84;46103,4
03.09.2022 00:00;TGePeak;961,83;39219
04.09.2022 00:00;TGePeak;759,67;38182,9
05.09.2022 00:00;TGePeak;1200,53;39326,2
06.09.2022 00:00;TGePeak;920,04;42990,6
07.09.2022 00:00;TGePeak;719,53;39162,6
08.09.2022 00:00;TGePeak;479,63;51323,2
09.09.2022 00:00;TGePeak;745,84;52513,5
10.09.2022 00:00;TGePeak;1041,91;58951,6
11.09.2022 00:00;TGePeak;686,15;38658,3
12.09.2022 00:00;TGePeak;904,51;49544,1
13.09.2022 00:00;TGePeak;771,86;41368,8
14.09.2022 00:00;TGePeak;709,19;49960,5
15.09.2022 00:00;TGePeak;688,27;45166,9
16.09.2022 00:00;TGePeak;478,57;54938,7
17.09.2022 00:00;TGePeak;734,1;44408,6
18.09.2022 00:00;TGePeak;571,67;38183,8
19.09.2022 00:00;TGePeak;777,85;48536,1
20.09.2022 00:00;TGePeak;1003,22;50020,5
21.09.2022 00:00;TGePeak;1017,33;56609,9
22.09.2022 00:00;TGePeak;989;58890,3
23.09.2022 00:00;TGePeak;966,48;59402,8
24.09.2022 00:00;TGePeak;1058,22;57093,8
25.09.2022 00:00;TGePeak;821,08;39604,2
26.09.2022 00:00;TGePeak;1041,32;55341,1
27.09.2022 00:00;TGePeak;962,66;48956
28.09.2022 00:00;TGePeak;932,44;50244,4
29.09.2022 00:00;TGePeak;1192,61;61044
30.09.2022 00:00;TGePeak;1099,67;75057
01.10.2022 00:00;TGePeak;723,22;40276,6
02.10.2022 00:00;TGePeak;368,17;58880,6
03.10.2022 00:00;TGePeak;520,61;56414,8
04.10.2022 00:00;TGePeak;798,84;47482,9
05.10.2022 00:00;TGePeak;682,74;41414,3
06.10.2022 00:00;TGePeak;500,77;56021,7
07.10.2022 00:00;TGePeak;644,31;47803,8
08.10.2022 00:00;TGePeak;681,31;44649,8
09.10.2022 00:00;TGePeak;586,16;45312,8
10.10.2022 00:00;TGePeak;518,63;56480,5
11.10.2022 00:00;TGePeak;763,47;49431
12.10.2022 00:00;TGePeak;1043,72;62044
13.10.2022 00:00;TGePeak;715,18;48073
14.10.2022 00:00;TGePeak;884;49352,5
15.10.2022 00:00;TGePeak;735,27;47216,8
16.10.2022 00:00;TGePeak;564,94;48322,4
17.10.2022 00:00;TGePeak;716,17;47521,7
18.10.2022 00:00;TGePeak;796,56;48139,7
19.10.2022 00:00;TGePeak;713,54;48462,7
20.10.2022 00:00;TGePeak;724,16;47826,5
21.10.2022 00:00;TGePeak;749,21;41945,8
22.10.2022 00:00;TGePeak;872,91;60539,3
23.10.2022 00:00;TGePeak;580,52;44220,4
24.10.2022 00:00;TGePeak;736,98;43503,1
25.10.2022 00:00;TGePeak;737,35;44037
26.10.2022 00:00;TGePeak;732,98;52875,9
27.10.2022 00:00;TGePeak;753,51;49419,9
28.10.2022 00:00;TGePeak;668,45;45904,5
29.10.2022 00:00;TGePeak;566,25;48085
30.10.2022 00:00;TGePeak;562,89;48442,9
31.10.2022 00:00;TGePeak;562,89;48442,9
01.11.2022 00:00;TGePeak;677,51;49763,3
02.11.2022 00:00;TGePeak;509,57;32726,1
03.11.2022 00:00;TGePeak;671,68;38512,1
04.11.2022 00:00;TGePeak;642,5;43684
05.11.2022 00:00;TGePeak;690,07;41413,9
06.11.2022 00:00;TGePeak;720,87;58485,6
07.11.2022 00:00;TGePeak;477,91;34906,1
08.11.2022 00:00;TGePeak;678,28;40527
09.11.2022 00:00;TGePeak;686,95;46811,8
10.11.2022 00:00;TGePeak;738,87;45589,5
11.11.2022 00:00;TGePeak;773,95;45568,2
12.11.2022 00:00;TGePeak;646,3;44362,2
13.11.2022 00:00;TGePeak;837,36;56267,9
14.11.2022 00:00;TGePeak;738,62;43683,3
15.11.2022 00:00;TGePeak;839,04;40988,8
16.11.2022 00:00;TGePeak;925,19;56279,8
17.11.2022 00:00;TGePeak;839,62;41778,5
18.11.2022 00:00;TGePeak;893,28;46661,7
19.11.2022 00:00;TGePeak;926,77;51533,4
20.11.2022 00:00;TGePeak;968,26;64875,3
21.11.2022 00:00;TGePeak;905,2;50508,4
22.11.2022 00:00;TGePeak;1063,79;62733,6
23.11.2022 00:00;TGePeak;986,34;58188,6
24.11.2022 00:00;TGePeak;1153,35;67281,1
25.11.2022 00:00;TGePeak;1343,29;81782,8
26.11.2022 00:00;TGePeak;1378,43;88240,2
27.11.2022 00:00;TGePeak;1294,57;84950,2
28.11.2022 00:00;TGePeak;988,32;55571,5
29.11.2022 00:00;TGePeak;1051,12;64377,1
30.11.2022 00:00;TGePeak;1099,48;64348,9
01.12.2022 00:00;TGePeak;1118,06;73561,3
02.12.2022 00:00;TGePeak;1201,41;68954,8
03.12.2022 00:00;TGePeak;1125,52;68590,2
04.12.2022 00:00;TGePeak;1124,4;68116,9
05.12.2022 00:00;TGePeak;791,07;39802,5
06.12.2022 00:00;TGePeak;1089,96;60412
07.12.2022 00:00;TGePeak;1152,73;72712,9
08.12.2022 00:00;TGePeak;883,05;48139,4
09.12.2022 00:00;TGePeak;1080,87;56928,6
10.12.2022 00:00;TGePeak;1177,9;69009,5
11.12.2022 00:00;TGePeak;1223,63;77654,8
12.12.2022 00:00;TGePeak;872,61;39458,3
13.12.2022 00:00;TGePeak;836,72;42386,9
14.12.2022 00:00;TGePeak;1033,43;56179,7
15.12.2022 00:00;TGePeak;1049,25;56617,1
16.12.2022 00:00;TGePeak;1158,84;64793,7
17.12.2022 00:00;TGePeak;1152,69;71315,8
18.12.2022 00:00;TGePeak;1239,18;82898,2
19.12.2022 00:00;TGePeak;889,38;47223,4
20.12.2022 00:00;TGePeak;744,31;51801,3
21.12.2022 00:00;TGePeak;875,98;54344,5
22.12.2022 00:00;TGePeak;934,63;52943,5
23.12.2022 00:00;TGePeak;900,89;52985,5
24.12.2022 00:00;TGePeak;887,42;55282,2
25.12.2022 00:00;TGePeak;719,76;43237,6
26.12.2022 00:00;TGePeak;523,51;31806,1
27.12.2022 00:00;TGePeak;346,18;59365,3
28.12.2022 00:00;TGePeak;522,66;60669,4
29.12.2022 00:00;TGePeak;501,23;54210,9
30.12.2022 00:00;TGePeak;459,77;71659
31.12.2022 00:00;TGePeak;476,96;76110,6
01.01.2023 00:00;TGePeak;354;71667
02.01.2023 00:00;TGePeak;256,81;49712,1
